index,value,time_ns,operations
7683,59435,1100,54
7684,89320,1200,57
7685,24012,1500,60
7686,4491,1100,50
7687,98959,1300,50
7688,44717,1100,54
7689,15461,1200,65
7690,98137,1200,54
7691,60147,1100,54
7692,9346,1200,60
7693,29936,1100,54
7694,31919,1300,61
7695,14845,1200,58
7696,80451,1200,52
7697,79005,1100,54
7698,17258,1100,60
7699,95281,1400,61
7700,79784,900,50
7701,98389,1000,54
7702,72644,1100,54
7703,16078,1000,64
7704,98319,800,54
7705,1988,1200,57
7706,61141,1100,54
7707,31144,1000,57
7708,75186,900,56
7709,84257,1400,58
7710,97621,1100,50
7711,82558,1100,54
7712,13047,1200,65
7713,36603,900,46
7714,68991,1700,61
7715,95480,1100,57
7716,83206,1000,60
7717,52578,1200,54
7718,74674,1100,57
7719,61438,1000,50
7720,57717,1200,56
7721,71567,1400,54
7722,55601,1100,57
7723,11863,1100,58
7724,17375,1000,58
7725,99056,1000,53
7726,51722,1400,65
7727,95325,1000,54
7728,34580,900,50
7729,8340,1300,61
7730,34164,1300,60
7731,60025,1300,54
7732,82954,1200,57
7733,89103,1000,50
7734,56113,1100,58
7735,19681,1100,57
7736,35601,1100,50
7737,18347,800,46
7738,76595,1400,61
7739,92395,1000,42
7740,20452,1200,60
7741,5036,900,56
7742,79259,1200,54
7743,50156,1000,50
7744,95194,1300,54
7745,24158,1000,61
7746,56252,900,54
7747,48081,2500,61
7748,13660,1600,58
7749,79549,1000,50
7750,96702,1100,60
7751,40889,1100,54
7752,71858,1300,57
7753,42369,1000,53
7754,46207,900,50
7755,85581,2000,61
7756,33079,1300,65
7757,36580,1100,56
7758,57972,1100,54
7759,52957,1200,58
7760,3531,1000,46
7761,83057,1100,57
7762,59277,1400,61
7763,46841,1000,50
7764,21574,1100,61
7765,88426,1200,50
7766,32374,1400,61
7767,23016,1000,54
7768,32841,1100,50
7769,74966,1200,60
7770,60441,1200,60
7771,49129,1000,50
7772,47249,1100,57
7773,80645,1100,50
7774,89729,1100,50
7775,17987,1100,60
7776,52325,1100,54
7777,11554,1200,64
7778,95130,1200,61
7779,50347,1200,57
7780,42415,1500,57
7781,48916,1100,54
7782,64244,1300,61
7783,22546,1200,60
7784,59176,800,46
7785,30352,1200,58
7786,33030,1100,54
7787,9000,1100,60
7788,63307,1200,61
7789,96255,1200,57
7790,76976,1400,61
7791,49745,1000,54
7792,27915,1300,61
7793,14664,1000,58
7794,78104,1100,52
7795,72706,1000,60
7796,60224,1200,57
7797,80089,1000,50
7798,68246,900,50
7799,37273,1100,58
7800,47101,1200,56
7801,14135,1400,65
7802,21899,1100,54
7803,95254,1100,58
7804,61757,1700,61
7805,38752,1000,52
7806,96428,1100,57
7807,88217,1200,57
7808,56796,1100,54
7809,42521,1000,50
7810,11485,1000,64
7811,16217,1000,58
7812,3618,1200,60
7813,75289,1200,46
7814,72952,1100,54
7815,79806,900,50
7816,31834,1100,56
7817,85393,1300,50
7818,74828,1200,60
7819,47868,2000,50
7820,51713,1200,58
7821,6486,1000,54
7822,55426,1000,54
7823,64301,1400,57
7824,68025,1000,54
7825,66061,900,53
7826,29147,1200,58
7827,35530,1100,53
7828,53949,1100,54
7829,25809,1100,58
7830,79286,1100,54
7831,11174,900,54
7832,36239,1000,46
7833,97732,1100,60
7834,34478,1100,54
7835,80135,1600,56
7836,42413,1000,54
7837,7952,1200,57
7838,12415,1100,60
7839,12065,900,50
7840,28067,1000,50
7841,92121,1000,57
7842,58601,1000,50
7843,25584,1100,54
7844,96313,900,46
7845,33153,1200,58
7846,6349,1000,57
7847,7505,1000,56
7848,80653,1100,57
7849,4951,1200,61
7850,32084,1100,58
7851,4638,1000,50
7852,16796,1200,61
7853,76157,1200,54
7854,1359,1000,50
7855,22693,900,58
7856,13977,900,58
7857,22388,1000,61
7858,74009,900,54
7859,94245,1200,57
7860,58656,900,54
7861,83110,1000,54
7862,82009,1300,50
7863,5604,900,50
7864,67780,1100,54
7865,82192,1100,57
7866,35460,1100,56
7867,74511,800,50
7868,93476,1200,56
7869,48042,1100,54
7870,65151,1200,56
7871,28622,1100,54
7872,49149,1000,50
7873,57300,1000,54
7874,87458,1400,54
7875,29475,800,46
7876,15513,1400,65
7877,95007,1100,54
7878,28215,1100,57
7879,11391,15200,64
7880,38821,1100,54
7881,40982,1400,61
7882,40674,1000,50
7883,30818,1200,54
7884,3616,1300,60
7885,64999,1400,56
7886,99771,1500,50
7887,9933,1000,54
7888,38255,1600,60
7889,94929,1300,61
7890,70582,1200,57
7891,41765,1200,58
7892,61709,2300,54
7893,8363,1300,60
7894,21636,1200,61
7895,87783,1100,50
7896,3744,1200,54
7897,65455,1200,56
7898,62034,1100,54
7899,90210,1400,57
7900,85063,1400,57
7901,33986,1400,58
7902,23375,1500,65
7903,89813,1000,52
7904,45423,1100,50
7905,65888,1100,56
7906,62060,1000,54
7907,68070,1100,54
7908,52357,1000,54
7909,29416,1000,54
7910,79259,1300,54
7911,2524,1000,50
7912,61669,1000,54
7913,51618,1000,58
7914,16986,1000,58
7915,13082,1200,61
7916,84081,1100,54
7917,52777,800,50
7918,6345,900,54
7919,32857,1000,54
7920,87198,1100,54
7921,63417,1100,58
7922,47734,1000,54
7923,61697,800,54
7924,9128,900,54
7925,25237,1300,60
7926,97050,1400,57
7927,56003,1300,61
7928,45414,1000,57
7929,22549,1100,54
7930,57085,1200,60
7931,75349,1000,46
7932,43480,1100,54
7933,24075,1300,61
7934,76788,1200,54
7935,89419,1200,56
7936,53181,1100,60
7937,49617,1300,57
7938,41515,1200,64
7939,8782,1300,61
7940,14625,1400,65
7941,47952,900,50
7942,31229,1500,61
7943,62332,1000,50
7944,47987,1000,56
7945,26863,1000,54
7946,79712,1100,57
7947,73085,1200,54
7948,70900,1000,54
7949,22070,1300,54
7950,26526,1500,64
7951,59869,1100,50
7952,82187,1300,57
7953,38814,1300,61
7954,13885,1100,64
7955,41418,1300,60
7956,2038,1100,50
7957,12952,1000,58
7958,8448,1300,61
7959,51212,1200,50
7960,35835,1100,50
7961,15030,1100,58
7962,46215,1400,61
7963,96027,1100,56
7964,95325,2200,54
7965,30842,1100,60
7966,70098,1100,54
7967,92706,1000,50
7968,5258,1000,50
7969,19225,800,50
7970,87043,1100,46
7971,78927,1000,54
7972,52817,1000,50
7973,95691,1300,60
7974,81792,1200,54
7975,96243,1200,56
7976,32113,1000,60
7977,28241,1100,54
7978,68504,1200,56
7979,39132,1200,60
7980,10924,900,54
7981,7172,1400,61
7982,11069,1200,61
7983,17740,1100,60
7984,37754,1200,61
7985,46262,1000,54
7986,99791,900,50
7987,70806,1100,60
7988,71482,1100,54
7989,74407,1000,54
7990,4090,1400,56
7991,68341,700,50
7992,54948,1300,61
7993,19879,1300,60
7994,64309,1200,54
7995,44457,1200,57
7996,59993,900,54
7997,28994,1600,58
7998,24460,1000,54
7999,72015,900,54
8000,55452,1100,54
8001,1709,1000,50
8002,39512,1000,57
8003,38587,1200,60
8004,86458,1200,53
8005,41548,1300,64
8006,3081,1300,50
8007,59861,900,52
8008,30148,1200,60
8009,49629,900,54
8010,32133,1100,58
8011,51693,1100,58
8012,28637,1200,60
8013,40228,900,50
8014,85995,1000,50
8015,43260,1100,54
8016,29647,1000,50
8017,8372,1000,56
8018,86160,1800,57
8019,79097,1000,50
8020,91672,1300,57
8021,58711,1000,54
8022,47851,1500,54
8023,3540,1100,60
8024,57986,1000,58
8025,83194,1300,60
8026,8044,1200,56
8027,97106,1000,50
8028,97841,1100,56
8029,96920,800,42
8030,64230,1200,54
8031,59302,1400,61
8032,1781,1000,56
8033,81538,1100,54
8034,20014,1200,54
8035,29832,1200,58
8036,54207,1100,54
8037,26632,2200,54
8038,187,900,42
8039,6421,900,46
8040,75184,1200,57
8041,92038,1100,50
8042,27981,1100,54
8043,20643,1500,57
8044,98092,1400,56
8045,14445,1500,65
8046,97131,1200,53
8047,28415,1200,50
8048,92398,1100,50
8049,21644,1100,60
8050,65477,1100,54
8051,8325,900,50
8052,87957,1000,50
8053,96284,1000,50
8054,53175,1200,60
8055,64667,1000,54
8056,20988,1300,58
8057,27941,800,42
8058,50510,1100,56
8059,86699,1400,57
8060,72168,1100,54
8061,13456,1000,54
8062,29221,1000,54
8063,2747,1400,57
8064,34074,1200,60
8065,2122,1200,50
8066,33673,1000,54
8067,80586,1200,56
8068,49732,1000,54
8069,28786,900,42
8070,37787,1000,58
8071,37609,1000,54
8072,39352,1200,60
8073,45120,1000,50
8074,40083,1100,54
8075,1875,1000,50
8076,14044,800,46
8077,40753,1100,54
8078,56354,1300,61
8079,20427,1200,61
8080,50490,1200,56
8081,29459,1200,61
8082,39600,1400,61
8083,26801,800,54
8084,97684,1200,61
8085,55657,1000,50
8086,74307,1000,50
8087,88768,900,50
8088,13204,900,58
8089,955,900,54
8090,67329,1100,57
8091,40583,1100,57
8092,34146,900,54
8093,2686,900,54
8094,26861,1000,60
8095,76801,1000,54
8096,94863,1100,58
8097,73147,900,58
8098,16621,1600,58
8099,88628,900,46
8100,10317,1200,64
8101,39871,800,54
8102,62252,1200,61
8103,30371,1200,64
8104,61249,1000,50
8105,48031,700,46
8106,44988,900,50
8107,42000,1000,54
8108,75185,1100,56
8109,59909,900,50
8110,87955,1100,57
8111,95186,2200,54
8112,29976,1000,58
8113,86299,900,50
8114,31446,1100,54
8115,40782,1000,54
8116,11321,1200,61
8117,63795,1100,57
8118,58259,1300,58
8119,4565,1100,50
8120,94864,1200,65
8121,8592,1200,58
8122,57576,1000,56
8123,27290,1200,57
8124,21571,1000,57
8125,70485,1100,54
8126,53505,700,38
8127,94414,900,57
8128,99191,1000,56
8129,19912,1100,54
8130,96894,1300,56
8131,91066,800,42
8132,60415,1200,54
8133,20867,1100,58
8134,57299,1100,60
8135,79672,1100,57
8136,13008,1100,64
8137,38775,1200,61
8138,61578,1000,56
8139,7823,1000,57
8140,17520,1100,54
8141,62524,1400,61
8142,23875,1200,56
8143,7561,1100,50
8144,52748,1000,54
8145,24218,1000,64
8146,87163,1000,50
8147,33618,900,54
8148,15528,1100,64
8149,60685,1100,54
8150,74186,1100,61
8151,83695,1100,56
8152,39954,1400,60
8153,42585,1000,54
8154,76198,800,42
8155,60665,800,54
8156,45968,1000,56
8157,87210,1100,60
8158,4710,1100,57
8159,38101,1100,60
8160,67735,1300,58
8161,89478,1400,46
8162,4161,1100,54
8163,97585,1000,54
8164,9821,1100,61
8165,20657,1000,54
8166,95124,1200,60
8167,893,1100,56
8168,68966,1000,54
8169,70332,1100,54
8170,46818,1100,57
8171,85795,1000,50
8172,25243,1100,60
8173,44396,1100,50
8174,50005,1400,60
8175,78628,1200,54
8176,64090,1100,60
8177,72162,1100,58
8178,21315,1100,56
8179,54033,1100,54
8180,83782,1200,56
8181,39468,1300,61
8182,5389,1200,50
8183,55202,2300,54
8184,51646,1300,58
8185,58056,1100,58
8186,28545,1300,54
8187,41111,1100,56
8188,46347,1000,57
8189,62128,1200,60
8190,3711,1300,50
8191,29673,1400,61
8192,18835,1100,56
8193,66119,1000,50
8194,91480,1200,56
8195,92812,900,52
8196,68428,1000,50
8197,25470,1100,58
8198,72018,1400,61
8199,68292,900,50
8200,64938,1100,56
8201,60547,1300,58
8202,61000,1100,50
8203,64352,900,54
8204,42712,900,46
8205,26374,1000,54
8206,52302,1200,60
8207,25175,1000,58
8208,53573,1000,50
8209,12137,1100,58
8210,72691,1100,61
8211,77150,1000,50
8212,1654,1000,54
8213,84356,1200,56
8214,96703,1300,60
8215,8771,1300,61
8216,20986,1100,64
8217,45523,1200,56
8218,41787,1200,65
8219,87113,900,50
8220,78491,1000,54
8221,13052,1100,58
8222,22640,1300,60
8223,33280,1200,61
8224,22895,900,54
8225,74400,800,42
8226,20360,1100,61
8227,53408,1100,54
8228,19374,1400,54
8229,84574,1100,54
8230,4881,1000,54
8231,9346,1000,54
8232,60958,1000,50
8233,61630,1000,54
8234,27968,1200,57
8235,71771,1000,50
8236,63915,800,50
8237,5761,1000,50
8238,63026,1000,54
8239,95318,1200,54
8240,33138,1300,60
8241,57410,1100,54
8242,52173,1000,50
8243,51149,1200,53
8244,55996,1100,58
8245,26793,1200,61
8246,68293,1100,54
8247,61220,1400,61
8248,58088,1100,58
8249,36812,1100,54
8250,65754,1300,60
8251,56706,800,50
8252,21825,1300,60
8253,47842,1300,54
8254,34527,900,50
8255,80748,1100,53
8256,33935,2100,34
8257,28038,1000,50
8258,61621,1200,61
8259,83328,1200,50
8260,76073,1200,61
8261,86756,1100,56
8262,95862,1000,54
8263,53387,1100,54
8264,43688,1300,60
8265,47075,1200,57
8266,15790,1100,58
8267,60423,1200,60
8268,55734,1100,56
8269,37647,1000,54
8270,6788,1100,56
8271,46389,1000,50
8272,2853,1000,56
8273,47426,1000,56
8274,64758,900,50
8275,51250,1100,57
8276,60669,1000,54
8277,86830,900,50
8278,68482,1000,54
8279,77145,1100,56
8280,37677,800,50
8281,35785,1000,50
8282,1601,1000,50
8283,73686,1300,61
8284,89123,1000,46
8285,4630,900,50
8286,76269,1000,54
8287,64834,1100,57
8288,32566,1200,54
8289,97196,1200,53
8290,6724,1200,50
8291,12864,800,42
8292,28448,1100,60
8293,94821,1100,60
8294,92485,1100,50
8295,36114,1100,50
8296,30410,1000,58
8297,65349,1200,57
8298,10519,1000,58
8299,83033,1500,61
8300,42367,1000,50
8301,16965,1000,58
8302,63080,1000,56
8303,27047,1000,54
8304,75746,1100,54
8305,83003,900,46
8306,45651,1100,50
8307,66498,1300,61
8308,9692,1100,54
8309,43432,900,46
8310,7451,1400,50
8311,54712,1200,54
8312,29709,1100,54
8313,4989,1100,54
8314,8948,1200,61
8315,62010,1100,54
8316,2852,1100,57
8317,52971,1100,58
8318,93345,1000,50
8319,85590,1400,61
8320,27882,800,54
8321,56166,900,58
8322,62199,1100,61
8323,50453,700,38
8324,73048,1300,61
8325,79925,1000,50
8326,14017,900,54
8327,91117,1000,54
8328,49160,1000,54
8329,98424,900,50
8330,79581,1000,54
8331,48036,2300,58
8332,72585,1100,60
8333,6838,900,54
8334,14147,1200,62
8335,36258,1000,50
8336,43149,1000,60
8337,61891,1200,50
8338,34022,1100,54
8339,12113,1200,64
8340,36125,1200,56
8341,28362,1300,60
8342,64563,1100,54
8343,98292,1100,50
8344,95276,1300,65
8345,38749,1000,50
8346,55318,1100,54
8347,83041,1200,61
8348,8936,1200,60
8349,92086,1100,54
8350,26301,1200,64
8351,82876,1100,54
8352,41837,1000,60
8353,65832,1300,61
8354,5492,1200,56
8355,98258,900,50
8356,50611,1200,56
8357,34055,1200,58
8358,91566,900,50
8359,82799,1400,61
8360,51272,1000,50
8361,16017,1300,65
8362,59077,1000,54
8363,30460,1400,65
8364,17337,1100,58
8365,343,1400,57
8366,21913,1000,54
8367,86488,12800,54
8368,60745,1700,42
8369,70956,1400,54
8370,60852,1100,54
8371,89106,1400,56
8372,98372,1400,54
8373,30761,1900,65
8374,92911,1400,53
8375,87072,900,50
8376,55021,1200,54
8377,94075,1200,54
8378,33357,1500,61
8379,99232,1000,50
8380,55284,1200,60
8381,71658,1000,54
8382,82757,1300,57
8383,23880,1000,54
8384,81475,1400,61
8385,87462,1000,46
8386,7549,1000,46
8387,20523,1600,61
8388,34807,1100,54
8389,43984,1100,54
8390,39825,1000,54
8391,22539,1300,60
8392,34636,900,50
8393,38434,1500,60
8394,32595,1300,57
8395,278,1100,50
8396,81010,1200,46
8397,77628,1200,57
8398,77677,800,54
8399,43775,1000,54
8400,11611,1500,64
8401,11436,1100,58
8402,90786,1300,57
8403,40537,4200,50
8404,4918,1400,61
8405,7065,1100,50
8406,64786,1200,56
8407,1586,1100,54
8408,33526,1100,57
8409,77196,1300,61
8410,14684,1300,65
8411,40650,1000,57
8412,93259,1100,54
8413,11612,1100,65
8414,31070,900,54
8415,56654,1000,57
8416,11890,1000,58
8417,29397,1000,54
8418,96696,1200,54
8419,8405,1100,60
8420,10184,1300,60
8421,14436,1400,65
8422,9838,1000,54
8423,95447,1000,56
8424,99386,1000,46
8425,9601,1200,60
8426,82988,900,42
8427,53445,1300,60
8428,93976,1500,60
8429,65624,1000,54
8430,62628,1400,61
8431,21065,1300,58
8432,39015,900,54
8433,31766,1000,53
8434,12658,1100,64
8435,18555,1100,54
8436,80950,1100,56
8437,36206,1100,52
8438,79777,1600,56
8439,60668,900,50
8440,45385,1100,56
8441,49541,1200,60
8442,38823,1000,54
8443,79699,1000,54
8444,58385,1400,64
8445,44448,1100,54
8446,30443,1000,54
8447,69602,1200,58
8448,84316,1000,54
8449,59655,900,54
8450,93031,1000,50
8451,48516,1300,56
8452,66696,1000,50
8453,34486,1400,61
8454,24360,1400,64
8455,70341,1300,56
8456,46995,1200,50
8457,29632,1300,58
8458,35666,1300,57
8459,91230,1300,54
8460,86095,900,46
8461,56641,1000,54
8462,13825,900,54
8463,32075,1000,58
8464,7153,1200,54
8465,93470,1000,54
8466,2282,1500,60
8467,62539,1000,60
8468,60840,900,54
8469,65691,800,54
8470,32032,1000,54
8471,98100,1100,57
8472,26442,1000,54
8473,60409,900,54
8474,58898,900,50
8475,26928,3100,61
8476,8586,1200,64
8477,56553,1000,50
8478,33649,1200,61
8479,18872,500,34
8480,81318,1100,61
8481,67794,1100,54
8482,84112,1100,54
8483,2411,900,46
8484,68989,1400,61
8485,7643,1100,54
8486,25060,1000,54
8487,36682,1100,52
8488,79102,1100,56
8489,46645,1200,54
8490,25803,1300,65
8491,75188,1100,50
8492,55963,900,58
8493,33320,1100,61
8494,33705,1000,54
8495,67609,1000,58
8496,80701,1000,50
8497,42745,1400,56
8498,62829,1100,60
8499,60989,1100,54
8500,20625,1100,54
8501,48244,1100,56
8502,5554,1100,54
8503,69804,1500,65
8504,35647,1000,50
8505,78972,1400,61
8506,20513,1000,61
8507,35028,900,53
8508,76251,1000,54
8509,35724,900,53
8510,26196,1000,54
8511,76163,1000,54
8512,82516,1200,61
8513,76329,800,54
8514,1973,1400,57
8515,9918,1000,54
8516,60490,1000,54
8517,63526,1200,58
8518,71493,1200,54
8519,24730,1100,58
8520,5150,900,50
8521,59059,1000,54
8522,38809,1100,60
8523,59355,1700,61
8524,24897,900,54
8525,48708,1100,54
8526,57887,1100,57
8527,44967,1000,56
8528,32302,1200,60
8529,51577,1500,58
8530,39358,1100,61
8531,69798,1000,64
8532,50803,1100,56
8533,22159,1100,60
8534,61371,1100,52
8535,96953,1100,57
8536,20298,900,54
8537,89442,1100,53
8538,11864,1200,64
8539,72980,600,34
8540,57703,1200,57
8541,50365,1100,54
8542,19863,1500,61
8543,95385,1000,50
8544,49290,1000,57
8545,34112,1000,54
8546,8732,1100,58
8547,17873,3300,60
8548,71188,1000,50
8549,78509,1000,50
8550,976,1200,60
8551,50762,1100,57
8552,51638,1300,61
8553,77135,1200,50
8554,92962,1000,50
8555,47144,1000,54
8556,99236,1000,56
8557,30919,1000,54
8558,64616,1200,57
8559,81705,900,57
8560,36169,900,54
8561,62676,600,38
8562,80131,1100,57
8563,46970,1100,56
8564,7508,1100,56
8565,51390,1000,53
8566,72864,900,54
8567,92463,800,50
8568,72048,1100,60
8569,18271,1100,54
8570,83515,1100,56
8571,92035,1000,56
8572,85682,900,54
8573,2191,1500,54
8574,49982,1200,61
8575,34316,1200,60
8576,30027,1200,58
8577,93867,1000,54
8578,85415,1000,50
8579,98105,900,54
8580,29406,900,60
8581,12545,1100,62
8582,72936,1200,54
8583,32940,1000,58
8584,96555,1000,50
8585,44059,1000,54
8586,60712,1200,58
8587,29230,900,58
8588,70217,1300,61
8589,28453,1000,50
8590,58855,1000,54
8591,11667,1100,62
8592,55026,1100,61
8593,2045,1100,50
8594,19230,600,46
8595,14795,900,58
8596,49272,1100,54
8597,52758,900,54
8598,65541,1200,61
8599,7042,1300,57
8600,56981,1300,58
8601,20744,800,50
8602,88462,1100,56
8603,45493,1000,56
8604,73825,600,38
8605,59671,1000,54
8606,28974,1100,58
8607,74993,900,46
8608,31517,900,54
8609,53439,1200,61
8610,43836,800,42
8611,94602,900,50
8612,60908,900,58
8613,40505,1000,54
8614,8754,900,58
8615,12116,1100,62
8616,3521,1300,58
8617,34509,1100,57
8618,99441,2100,50
8619,27906,1000,54
8620,71218,800,54
8621,25396,1700,61
8622,98017,1000,54
8623,19705,1200,58
8624,15052,900,46
8625,17384,1300,64
8626,73269,1200,61
8627,51055,1100,50
8628,3105,1300,56
8629,88554,1100,50
8630,23213,1500,65
8631,71206,900,54
8632,23869,1000,54
8633,21615,1300,61
8634,73621,1000,56
8635,49375,900,54
8636,56726,900,50
8637,81321,1100,60
8638,18091,900,54
8639,35580,1500,56
8640,80066,900,50
8641,13902,1000,54
8642,43582,1000,54
8643,7095,1100,57
8644,41058,1300,61
8645,30503,1100,65
8646,81489,1000,61
8647,26936,1000,60
8648,15707,900,54
8649,10871,1200,61
8650,88191,1000,54
8651,53239,900,60
8652,37989,1300,64
8653,68326,1000,54
8654,10585,800,42
8655,73390,1200,61
8656,23229,1100,65
8657,45769,1100,56
8658,92107,900,54
8659,58618,1200,50
8660,52661,1000,57
8661,95311,1100,54
8662,49564,1200,60
8663,78862,1200,61
8664,86508,1300,57
8665,13258,900,58
8666,95380,1100,56
8667,66068,1200,50
8668,5784,1100,50
8669,39864,1300,61
8670,71768,1100,58
8671,13665,1200,64
8672,16062,1100,64
8673,39758,900,50
8674,81105,1100,50
8675,20180,1000,56
8676,52548,1100,61
8677,65792,1100,60
8678,84746,1300,52
8679,46699,1200,60
8680,16767,1100,60
8681,24239,1000,58
8682,39256,15700,54
8683,85825,1500,56
8684,95430,1100,54
8685,26639,1200,60
8686,5428,900,50
8687,89768,900,46
8688,38087,1100,58
8689,41748,1000,58
8690,9188,900,54
8691,33247,1200,60
8692,51927,2800,61
8693,41497,1200,64
8694,61528,1300,56
8695,46736,1100,60
8696,80453,1400,50
8697,55020,1200,58
8698,64559,1100,60
8699,92393,1000,50
8700,55080,1000,58
8701,65177,1100,58
8702,85722,900,54
8703,53748,1400,61
8704,60023,1000,60
8705,44786,1000,49
8706,82040,1100,50
8707,38038,900,54
8708,76055,1500,61
8709,35672,1100,54
8710,36961,1000,58
8711,71104,900,50
8712,51535,1600,61
8713,7656,1100,61
8714,32094,1000,58
8715,4053,1000,60
8716,12759,1000,58
8717,17413,1100,58
8718,4821,900,50
8719,78969,1000,54
8720,52047,900,54
8721,36605,1100,57
8722,44003,1100,60
8723,38738,900,50
8724,79244,1200,60
8725,41499,1000,64
8726,5346,900,50
8727,82655,1100,60
8728,83149,1000,54
8729,50217,700,42
8730,53802,900,54
8731,21585,1100,58
8732,70348,1000,54
8733,6336,1200,60
8734,32116,1200,65
8735,62505,1100,61
8736,61135,1300,61
8737,20238,900,54
8738,53049,1000,58
8739,11856,900,54
8740,73886,1000,50
8741,64290,1100,54
8742,10105,1100,54
8743,40589,800,38
8744,11856,900,54
8745,46838,1200,56
8746,7639,700,42
8747,87015,1300,57
8748,85246,1000,56
8749,45434,1200,57
8750,24769,1400,65
8751,10295,1100,54
8752,41625,1000,58
8753,72505,800,50
8754,87822,1100,56
8755,67688,1200,58
8756,67799,1300,61
8757,14890,1000,58
8758,37152,1400,64
8759,80622,1200,57
8760,35496,1000,57
8761,24341,1000,58
8762,81546,1000,50
8763,78880,1000,54
8764,13511,2600,54
8765,97984,1100,60
8766,67659,1100,58
8767,99188,1100,57
8768,37420,1100,54
8769,84918,1000,50
8770,84055,1100,61
8771,91094,1100,54
8772,37374,900,54
8773,75763,1200,54
8774,48534,700,42
8775,97188,800,50
8776,84069,700,54
8777,41262,800,46
8778,66694,1100,57
8779,27337,1000,60
8780,49726,700,50
8781,38594,1100,64
8782,87836,700,50
8783,2324,600,50
8784,47464,900,61
8785,69691,14300,61
8786,57896,900,54
8787,74996,900,60
8788,39964,1200,54
8789,32794,900,54
8790,93526,1000,54
8791,90162,700,50
8792,48825,700,54
8793,79013,1200,61
8794,42065,1000,61
8795,76299,7000,54
8796,28285,1000,56
8797,7438,1100,56
8798,92290,1100,56
8799,13801,900,58
8800,94607,900,57
8801,77598,900,56
8802,26358,900,58
8803,18397,900,50
8804,78201,700,54
8805,68254,700,54
8806,43069,800,54
8807,3163,900,54
8808,94324,700,54
8809,62850,700,54
8810,12367,800,64
8811,88849,14500,54
8812,12219,1000,62
8813,71410,900,54
8814,70697,1000,54
8815,53733,900,54
8816,87650,1000,57
8817,32087,1200,65
8818,69525,1000,61
8819,44171,1200,57
8820,21887,1500,61
8821,11422,1000,65
8822,10216,1100,58
8823,30688,1300,65
8824,93190,1000,57
8825,79851,1200,50
8826,30340,1100,58
8827,95750,1100,56
8828,27026,1300,61
8829,59070,1300,61
8830,66334,1100,60
8831,76764,1100,54
8832,22175,1400,61
8833,42395,1000,54
8834,6682,700,38
8835,95512,1200,54
8836,16181,2500,65
8837,69656,800,50
8838,62514,1000,54
8839,95684,900,60
8840,31903,1100,60
8841,17608,900,58
8842,94709,900,54
8843,8755,1200,64
8844,58394,900,54
8845,78238,26900,60
8846,69740,1400,54
8847,47198,1300,54
8848,68137,900,54
8849,89729,1000,50
8850,58361,1100,58
8851,97440,500,26
8852,43685,1200,60
8853,60011,1300,58
8854,79896,1100,54
8855,78250,1500,61
8856,38353,1400,65
8857,72925,800,46
8858,92871,900,50
8859,22147,1300,60
8860,78507,800,46
8861,84707,1100,54
8862,78242,800,54
8863,38112,1200,60
8864,799,1300,61
8865,65279,1400,54
8866,82503,1300,61
8867,45692,1000,50
8868,94614,900,54
8869,71413,1000,61
8870,40408,1200,58
8871,15636,1100,58
8872,21323,1000,54
8873,8626,1200,54
8874,54110,1000,54
8875,88034,1100,50
8876,76126,1200,56
8877,56506,900,54
8878,79371,1000,50
8879,44947,1200,57
8880,10114,1100,65
8881,28653,1100,61
8882,22456,1000,60
8883,53127,1000,58
8884,68945,1300,61
8885,74037,1100,61
8886,58093,1300,64
8887,99205,1100,57
8888,77983,1000,50
8889,51470,1000,50
8890,95327,1000,50
8891,37560,1400,57
8892,98827,1100,52
8893,2258,1100,60
8894,1619,1200,54
8895,14666,1200,64
8896,21554,700,42
8897,11104,1100,54
8898,15073,1300,65
8899,94268,1000,54
8900,43038,900,54
8901,42056,1100,58
8902,35571,1000,54
8903,23423,900,54
8904,54204,1000,61
8905,67446,1100,54
8906,79469,1100,54
8907,50258,800,50
8908,77259,1100,61
8909,77881,4300,54
8910,8487,1200,57
8911,22808,1000,60
8912,90832,1100,54
8913,4783,1000,54
8914,79958,1100,57
8915,26837,1000,50
8916,28071,900,54
8917,17423,1000,58
8918,26377,900,54
8919,87077,1200,57
8920,53716,1200,60
8921,31058,1100,61
8922,94126,1000,57
8923,83609,1000,50
8924,92311,900,50
8925,38590,1200,61
8926,41204,1000,61
8927,4847,1100,54
8928,80061,1000,57
8929,7985,1100,57
8930,36556,1000,56
8931,65836,1200,54
8932,49331,1000,54
8933,4423,1000,50
8934,98825,1100,53
8935,19705,1300,58
8936,39094,1100,58
8937,1255,1000,50
8938,14182,1000,62
8939,19448,1000,54
8940,98758,1200,60
8941,85680,1400,61
8942,9670,600,38
8943,30497,1100,64
8944,66777,1300,61
8945,32700,1100,54
8946,61015,900,50
8947,12605,1100,60
8948,79051,1300,61
8949,33678,33200,54
8950,50896,1600,54
8951,99166,1200,50
8952,15251,1400,61
8953,27869,1200,60
8954,94041,900,50
8955,52185,1200,57
8956,77297,1000,54
8957,46045,1100,54
8958,62474,1300,60
8959,96865,1100,50
8960,18852,900,54
8961,64902,1000,50
8962,67564,800,50
8963,81377,1200,54
8964,79192,1200,54
8965,41635,1200,58
8966,11611,1000,50
8967,71382,1300,61
8968,41884,1300,65
8969,28570,1000,54
8970,98925,1100,57
8971,64455,1200,61
8972,68466,1200,61
8973,87635,1000,54
8974,61004,1100,54
